?"County","CountyCode","Year","Total","Male","Female"
"Total","Arges","2017","4","3.2","3"
"Total","Arges","2018","3.2","3","3.8"
"Total","Arges","2019","3","3.8","3.6"
"Total","Arges","2020","3.8","3.6","3.5"
"Total","Arges","2021","3.6","3.5","undefined"
"Total","Arges","2022","3.5","undefined","undefined"
"Total","Calarasi","2000","11.9","10.1","10.6"
"Total","Calarasi","2001","10.1","10.6","7.8"
"Total","Calarasi","2002","10.6","7.8","8.8"
"Total","Calarasi","2003","7.8","8.8","9"
"Total","Calarasi","2004","8.8","9","6.9"
"Total","Calarasi","2005","9","6.9","4.7"
"Total","Calarasi","2006","6.9","4.7","5.1"
"Total","Calarasi","2007","4.7","5.1","9.2"
"Total","Calarasi","2008","5.1","9.2","8.8"
"Total","Calarasi","2009","9.2","8.8","6.3"
"Total","Calarasi","2010","8.8","6.3","7.2"
"Total","Calarasi","2011","6.3","7.2","8.2"
"Total","Calarasi","2012","7.2","8.2","8.2"
"Total","Calarasi","2013","8.2","8.2","7.3"
"Total","Calarasi","2014","8.2","7.3","7.9"
"Total","Calarasi","2015","7.3","7.9","4.9"
"Total","Calarasi","2016","7.9","4.9","4.2"
"Total","Calarasi","2017","4.9","4.2","3.6"
"Total","Calarasi","2018","4.2","3.6","4.3"
"Total","Calarasi","2019","3.6","4.3","3.9"
"Total","Calarasi","2020","4.3","3.9","4.8"
"Total","Calarasi","2021","3.9","4.8","undefined"
"Total","Calarasi","2022","4.8","undefined","undefined"
"Total","Dambovita","2000","10.8","9","8.8"
"Total","Dambovita","2001","9","8.8","6.1"
"Total","Dambovita","2002","8.8","6.1","6.7"
"Total","Dambovita","2003","6.1","6.7","7.4"
"Total","Dambovita","2004","6.7","7.4","6.1"
"Total","Dambovita","2005","7.4","6.1","5.3"
"Total","Dambovita","2006","6.1","5.3","5.6"
"Total","Dambovita","2007","5.3","5.6","8.5"
"Total","Dambovita","2008","5.6","8.5","8.5"
"Total","Dambovita","2009","8.5","8.5","6.5"
"Total","Dambovita","2010","8.5","6.5","7.5"
"Total","Dambovita","2011","6.5","7.5","8.1"
"Total","Dambovita","2012","7.5","8.1","7.9"
"Total","Dambovita","2013","8.1","7.9","7.2"
"Total","Dambovita","2014","7.9","7.2","7"
"Total","Dambovita","2015","7.2","7","5.3"
"Total","Dambovita","2016","7","5.3","4.2"
"Total","Dambovita","2017","5.3","4.2","3.4"
"Total","Dambovita","2018","4.2","3.4","3.2"
"Total","Dambovita","2019","3.4","3.2","2.8"
"Total","Dambovita","2020","3.2","2.8","2.9"
"Total","Dambovita","2021","2.8","2.9","undefined"
"Total","Dambovita","2022","2.9","undefined","undefined"
"Total","Giurgiu","2000","8","6.7","7.3"
"Total","Giurgiu","2001","6.7","7.3","7.5"
"Total","Giurgiu","2002","7.3","7.5","7.3"
"Total","Giurgiu","2003","7.5","7.3","5.6"
"Total","Giurgiu","2004","7.3","5.6","5.5"
"Total","Giurgiu","2005","5.6","5.5","4.5"
"Total","Giurgiu","2006","5.5","4.5","4.5"
"Total","Giurgiu","2007","4.5","4.5","7.2"
"Total","Giurgiu","2008","4.5","7.2","8.4"
"Total","Giurgiu","2009","7.2","8.4","5.7"
"Total","Giurgiu","2010","8.4","5.7","5.9"
"Total","Giurgiu","2011","5.7","5.9","6.2"
"Total","Giurgiu","2012","5.9","6.2","7"
"Total","Giurgiu","2013","6.2","7","6.5"
"Total","Giurgiu","2014","7","6.5","5.8"
"Total","Giurgiu","2015","6.5","5.8","3.3"
"Total","Giurgiu","2016","5.8","3.3","2.3"
"Total","Giurgiu","2017","3.3","2.3","2"
"Total","Giurgiu","2018","2.3","2","2.6"
"Total","Giurgiu","2019","2","2.6","3.1"
"Total","Giurgiu","2020","2.6","3.1","3.3"
"Total","Giurgiu","2021","3.1","3.3","undefined"
"Total","Giurgiu","2022","3.3","undefined","undefined"
"Total","Ialomita","2000","13.1","13.6","12"
"Total","Ialomita","2001","13.6","12","11.1"
"Total","Ialomita","2002","12","11.1","10.4"
"Total","Ialomita","2003","11.1","10.4","12.1"
"Total","Ialomita","2004","10.4","12.1","8.9"
"Total","Ialomita","2005","12.1","8.9","6.9"
"Total","Ialomita","2006","8.9","6.9","4.9"
"Total","Ialomita","2007","6.9","4.9","11.2"
"Total","Ialomita","2008","4.9","11.2","9.9"
"Total","Ialomita","2009","11.2","9.9","7.6"
"Total","Ialomita","2010","9.9","7.6","7.7"
"Total","Ialomita","2011","7.6","7.7","7.5"
"Total","Ialomita","2012","7.7","7.5","8.1"
"Total","Ialomita","2013","7.5","8.1","7.9"
"Total","Ialomita","2014","8.1","7.9","7.8"
"Total","Ialomita","2015","7.9","7.8","6.9"
"Total","Ialomita","2016","7.8","6.9","5.6"
"Total","Ialomita","2017","6.9","5.6","4.5"
"Total","Ialomita","2018","5.6","4.5","4.9"
"Total","Ialomita","2019","4.5","4.9","5.3"
"Total","Ialomita","2020","4.9","5.3","5"
"Total","Ialomita","2021","5.3","5","undefined"
"Total","Ialomita","2022","5","undefined","undefined"
"Total","Prahova","2000","13.5","10.2","10.2"
"Total","Prahova","2001","10.2","10.2","10"
"Total","Prahova","2002","10.2","10","6.6"
"Total","Prahova","2003","10","6.6","6.3"
"Total","Prahova","2004","6.6","6.3","5.1"
"Total","Prahova","2005","6.3","5.1","3.8"
"Total","Prahova","2006","5.1","3.8","3.9"
"Total","Prahova","2007","3.8","3.9","8.9"
"Total","Prahova","2008","3.9","8.9","8.6"
"Total","Prahova","2009","8.9","8.6","5.7"
"Total","Prahova","2010","8.6","5.7","5.6"
"Total","Prahova","2011","5.7","5.6","5.8"
"Total","Prahova","2012","5.6","5.8","5.2"
"Total","Prahova","2013","5.8","5.2","4.3"
"Total","Prahova","2014","5.2","4.3","4.3"
"Total","Prahova","2015","4.3","4.3","3.1"
"Total","Prahova","2016","4.3","3.1","2.6"
"Total","Prahova","2017","3.1","2.6","2.4"
"Total","Prahova","2018","2.6","2.4","2.9"
"Total","Prahova","2019","2.4","2.9","2.2"
"Total","Prahova","2020","2.9","2.2","2.2"
"Total","Prahova","2021","2.2","2.2","undefined"
"Total","Prahova","2022","2.2","undefined","undefined"
"Total","Teleorman","2000","9","7.7","10.2"
"Total","Teleorman","2001","7.7","10.2","10.3"
"Total","Teleorman","2002","10.2","10.3","8"
"Total","Teleorman","2003","10.3","8","8.9"
"Total","Teleorman","2004","8","8.9","8.3"
"Total","Teleorman","2005","8.9","8.3","7.3"
"Total","Teleorman","2006","8.3","7.3","8.1"
"Total","Teleorman","2007","7.3","8.1","11.5"
"Total","Teleorman","2008","8.1","11.5","10.9"
"Total","Teleorman","2009","11.5","10.9","9.1"
"Total","Teleorman","2010","10.9","9.1","9.6"
"Total","Teleorman","2011","9.1","9.6","10.8"
"Total","Teleorman","2012","9.6","10.8","11.2"
"Total","Teleorman","2013","10.8","11.2","11.6"
"Total","Teleorman","2014","11.2","11.6","10.8"
"Total","Teleorman","2015","11.6","10.8","10.1"
"Total","Teleorman","2016","10.8","10.1","7.8"
"Total","Teleorman","2017","10.1","7.8","6.3"
"Total","Teleorman","2018","7.8","6.3","6.6"
"Total","Teleorman","2019","6.3","6.6","8"
"Total","Teleorman","2020","6.6","8","8.3"
"Total","Teleorman","2021","8","8.3","undefined"
"Total","Teleorman","2022","8.3","undefined","undefined"
"Total","Ilfov","2000","6.2","5.8","5.4"
"Total","Ilfov","2001","5.8","5.4","5.1"
"Total","Ilfov","2002","5.4","5.1","4.1"
"Total","Ilfov","2003","5.1","4.1","2"
"Total","Ilfov","2004","4.1","2","1.9"
"Total","Ilfov","2005","2","1.9","1.4"
"Total","Ilfov","2006","1.9","1.4","1.3"
"Total","Ilfov","2007","1.4","1.3","2.4"
"Total","Ilfov","2008","1.3","2.4","2.7"
"Total","Ilfov","2009","2.4","2.7","1.6"
"Total","Ilfov","2010","2.7","1.6","1.8"
"Total","Ilfov","2011","1.6","1.8","1.9"
"Total","Ilfov","2012","1.8","1.9","1.5"
"Total","Ilfov","2013","1.9","1.5","1.2"
"Total","Ilfov","2014","1.5","1.2","1"
"Total","Ilfov","2015","1.2","1","0.6"
"Total","Ilfov","2016","1","0.6","0.6"
"Total","Ilfov","2017","0.6","0.6","0.4"
"Total","Ilfov","2018","0.6","0.4","0.7"
"Total","Ilfov","2019","0.4","0.7","0.4"
"Total","Ilfov","2020","0.7","0.4","0.4"
"Total","Ilfov","2021","0.4","0.4","undefined"
"Total","Ilfov","2022","0.4","undefined","undefined"
"Total","Bucuresti","2000","5.7","4.5","3"
"Total","Bucuresti","2001","4.5","3","2.5"
"Total","Bucuresti","2002","3","2.5","2.6"
"Total","Bucuresti","2003","2.5","2.6","2.4"
"Total","Bucuresti","2004","2.6","2.4","2.2"
"Total","Bucuresti","2005","2.4","2.2","1.7"
"Total","Bucuresti","2006","2.2","1.7","1.6"
"Total","Bucuresti","2007","1.7","1.6","2.4"
"Total","Bucuresti","2008","1.6","2.4","2.3"
"Total","Bucuresti","2009","2.4","2.3","2"
"Total","Bucuresti","2010","2.3","2","2"
"Total","Bucuresti","2011","2","2","2"
"Total","Bucuresti","2012","2","2","2"
"Total","Bucuresti","2013","2","2","1.9"
"Total","Bucuresti","2014","2","1.9","1.6"
"Total","Bucuresti","2015","1.9","1.6","1.5"
"Total","Bucuresti","2016","1.6","1.5","1.3"
"Total","Bucuresti","2017","1.5","1.3","1.2"
"Total","Bucuresti","2018","1.3","1.2","1.2"
"Total","Bucuresti","2019","1.2","1.2","1.1"
"Total","Bucuresti","2020","1.2","1.1","1"
"Total","Bucuresti","2021","1.1","1","undefined"
"Total","Bucuresti","2022","1","undefined","undefined"
"Total","Dolj","2000","12.3","11.2","7.1"
"Total","Dolj","2001","11.2","7.1","8"
"Total","Dolj","2002","7.1","8","5.8"
"Total","Dolj","2003","8","5.8","6.3"
"Total","Dolj","2004","5.8","6.3","6.8"
"Total","Dolj","2005","6.3","6.8","4.9"
"Total","Dolj","2006","6.8","4.9","8.1"
"Total","Dolj","2007","4.9","8.1","11.3"
"Total","Dolj","2008","8.1","11.3","9.8"
"Total","Dolj","2009","11.3","9.8","8.9"
"Total","Dolj","2010","9.8","8.9","9.4"
"Total","Dolj","2011","8.9","9.4","9.7"
"Total","Dolj","2012","9.4","9.7","9.4"
"Total","Dolj","2013","9.7","9.4","9.5"
"Total","Dolj","2014","9.4","9.5","9.8"
"Total","Dolj","2015","9.5","9.8","8.8"
"Total","Dolj","2016","9.8","8.8","7.4"
"Total","Dolj","2017","8.8","7.4","6.7"
"Total","Dolj","2018","7.4","6.7","7.1"
"Total","Dolj","2019","6.7","7.1","6.8"
"Total","Dolj","2020","7.1","6.8","7.3"
"Total","Dolj","2021","6.8","7.3","undefined"
"Total","Dolj","2022","7.3","undefined","undefined"
"Total","Gorj","2000","12.8","10.3","10.8"
"Total","Gorj","2001","10.3","10.8","9.1"
"Total","Gorj","2002","10.8","9.1","8"
"Total","Gorj","2003","9.1","8","9.3"
"Total","Gorj","2004","8","9.3","8.8"
"Total","Gorj","2005","9.3","8.8","5.6"
"Total","Gorj","2006","8.8","5.6","7.3"
"Total","Gorj","2007","5.6","7.3","10.7"
"Total","Gorj","2008","7.3","10.7","10.1"
"Total","Gorj","2009","10.7","10.1","7.8"
"Total","Gorj","2010","10.1","7.8","7.7"
"Total","Gorj","2011","7.8","7.7","8.2"
"Total","Gorj","2012","7.7","8.2","7.5"
"Total","Gorj","2013","8.2","7.5","7.7"
"Total","Gorj","2014","7.5","7.7","7.4"
"Total","Gorj","2015","7.7","7.4","6.3"
"Total","Gorj","2016","7.4","6.3","4.4"
"Total","Gorj","2017","6.3","4.4","3.5"
"Total","Gorj","2018","4.4","3.5","3.8"
"Total","Gorj","2019","3.5","3.8","3.6"
"Total","Gorj","2020","3.8","3.6","3.5"
"Total","Gorj","2021","3.6","3.5","undefined"
"Total","Gorj","2022","3.5","undefined","undefined"
"Total","Mehedinti","2000","10.3","8.8","8.8"
"Total","Mehedinti","2001","8.8","8.8","8.8"
"Total","Mehedinti","2002","8.8","8.8","10.2"
"Total","Mehedinti","2003","8.8","10.2","9.5"
"Total","Mehedinti","2004","10.2","9.5","9.2"
"Total","Mehedinti","2005","9.5","9.2","8.1"
"Total","Mehedinti","2006","9.2","8.1","9.3"
"Total","Mehedinti","2007","8.1","9.3","13.9"
"Total","Mehedinti","2008","9.3","13.9","10.5"
"Total","Mehedinti","2009","13.9","10.5","9.7"
"Total","Mehedinti","2010","10.5","9.7","9.5"
"Total","Mehedinti","2011","9.7","9.5","10.5"
"Total","Mehedinti","2012","9.5","10.5","10"
"Total","Mehedinti","2013","10.5","10","11"
"Total","Mehedinti","2014","10","11","9.6"
"Total","Mehedinti","2015","11","9.6","9.4"
"Total","Mehedinti","2016","9.6","9.4","7.7"
"Total","Mehedinti","2017","9.4","7.7","6.8"
"Total","Mehedinti","2018","7.7","6.8","6.4"
"Total","Mehedinti","2019","6.8","6.4","6.8"
"Total","Mehedinti","2020","6.4","6.8","6.8"
"Total","Mehedinti","2021","6.8","6.8","undefined"
"Total","Mehedinti","2022","6.8","undefined","undefined"
"Total","Olt","2000","9.5","7.4","9.9"
"Total","Olt","2001","7.4","9.9","10.6"
"Total","Olt","2002","9.9","10.6","7.7"
"Total","Olt","2003","10.6","7.7","7.1"
"Total","Olt","2004","7.7","7.1","6.5"
"Total","Olt","2005","7.1","6.5","4.8"
"Total","Olt","2006","6.5","4.8","5.3"
"Total","Olt","2007","4.8","5.3","8.9"
"Total","Olt","2008","5.3","8.9","8.2"
"Total","Olt","2009","8.9","8.2","6.9"
"Total","Olt","2010","8.2","6.9","7.7"
"Total","Olt","2011","6.9","7.7","8.2"
"Total","Olt","2012","7.7","8.2","8.2"
"Total","Olt","2013","8.2","8.2","8.1"
"Total","Olt","2014","8.2","8.1","9.2"
"Total","Olt","2015","8.1","9.2","7.4"
"Total","Olt","2016","9.2","7.4","6.3"
"Total","Olt","2017","7.4","6.3","5.5"
"Total","Olt","2018","6.3","5.5","5.9"
"Total","Olt","2019","5.5","5.9","5.9"
"Total","Olt","2020","5.9","5.9","6.1"
"Total","Olt","2021","5.9","6.1","undefined"
"Total","Olt","2022","6.1","undefined","undefined"
"Total","Valcea","2000","12.5","13.5","11.7"
"Total","Valcea","2001","13.5","11.7","9.2"
"Total","Valcea","2002","11.7","9.2","7.6"
"Total","Valcea","2003","9.2","7.6","6.6"
"Total","Valcea","2004","7.6","6.6","4.8"
"Total","Valcea","2005","6.6","4.8","3.4"
"Total","Valcea","2006","4.8","3.4","4.7"
"Total","Valcea","2007","3.4","4.7","7.9"
"Total","Valcea","2008","4.7","7.9","7.7"
"Total","Valcea","2009","7.9","7.7","5.2"
"Total","Valcea","2010","7.7","5.2","6.1"
"Total","Valcea","2011","5.2","6.1","6.8"
"Total","Valcea","2012","6.1","6.8","5.6"
"Total","Valcea","2013","6.8","5.6","4.7"
"Total","Valcea","2014","5.6","4.7","5"
"Total","Valcea","2015","4.7","5","4.2"
"Total","Valcea","2016","5","4.2","3.1"
"Total","Valcea","2017","4.2","3.1","2.8"
"Total","Valcea","2018","3.1","2.8","3.6"
"Total","Valcea","2019","2.8","3.6","3.5"
"Total","Valcea","2020","3.6","3.5","3.3"
"Total","Valcea","2021","3.5","3.3","undefined"
"Total","Valcea","2022","3.3","undefined","undefined"
"Total","Arad","2000","8.4","6.1","5"
"Total","Arad","2001","6.1","5","4.7"
"Total","Arad","2002","5","4.7","3.6"
"Total","Arad","2003","4.7","3.6","3.6"
"Total","Arad","2004","3.6","3.6","3.3"
"Total","Arad","2005","3.6","3.3","2.3"
"Total","Arad","2006","3.3","2.3","3.1"
"Total","Arad","2007","2.3","3.1","6.8"
"Total","Arad","2008","3.1","6.8","5.2"
"Total","Arad","2009","6.8","5.2","3.5"
"Total","Arad","2010","5.2","3.5","3.6"
"Total","Arad","2011","3.5","3.6","3.2"
"Total","Arad","2012","3.6","3.2","2.8"
"Total","Arad","2013","3.2","2.8","2.4"
"Total","Arad","2014","2.8","2.4","2.3"
"Total","Arad","2015","2.4","2.3","1.5"
"Total","Arad","2016","2.3","1.5","1.4"
"Total","Arad","2017","1.5","1.4","1.2"
"Total","Arad","2018","1.4","1.2","2.2"
"Total","Arad","2019","1.2","2.2","1.6"
"Total","Arad","2020","2.2","1.6","1.1"
"Total","Arad","2021","1.6","1.1","undefined"
"Total","Arad","2022","1.1","undefined","undefined"
"Total","Caras-Severin","2000","9.7","11.6","9.8"
"Total","Caras-Severin","2001","11.6","9.8","9.8"
"Total","Caras-Severin","2002","9.8","9.8","9"
"Total","Caras-Severin","2003","9.8","9","7.9"
"Total","Caras-Severin","2004","9","7.9","6.4"
"Total","Caras-Severin","2005","7.9","6.4","6.8"
"Total","Caras-Severin","2006","6.4","6.8","6"
"Total","Caras-Severin","2007","6.8","6","10.2"
"Total","Caras-Severin","2008","6","10.2","9"
"Total","Caras-Severin","2009","10.2","9","5.6"
"Total","Caras-Severin","2010","9","5.6","5.5"
"Total","Caras-Severin","2011","5.6","5.5","5.7"
"Total","Caras-Severin","2012","5.5","5.7","4.5"
"Total","Caras-Severin","2013","5.7","4.5","4.2"
"Total","Caras-Severin","2014","4.5","4.2","2.2"
"Total","Caras-Severin","2015","4.2","2.2","3.6"
"Total","Caras-Severin","2016","2.2","3.6","3.3"
"Total","Caras-Severin","2017","3.6","3.3","3.1"
"Total","Caras-Severin","2018","3.3","3.1","3.4"
"Total","Caras-Severin","2019","3.1","3.4","2.6"
"Total","Caras-Severin","2020","3.4","2.6","2.6"
"Total","Caras-Severin","2021","2.6","2.6","undefined"
"Total","Caras-Severin","2022","2.6","undefined","undefined"
"Total","Hunedoara","2000","16.4","15.3","9.8"
"Total","Hunedoara","2001","15.3","9.8","12.5"
"Total","Hunedoara","2002","9.8","12.5","10.8"
"Total","Hunedoara","2003","12.5","10.8","9.4"
"Total","Hunedoara","2004","10.8","9.4","6.7"
"Total","Hunedoara","2005","9.4","6.7","4.8"
"Total","Hunedoara","2006","6.7","4.8","6.7"
"Total","Hunedoara","2007","4.8","6.7","10.7"
"Total","Hunedoara","2008","6.7","10.7","8.5"
"Total","Hunedoara","2009","10.7","8.5","6"
"Total","Hunedoara","2010","8.5","6","6.6"
"Total","Hunedoara","2011","6","6.6","7.5"
"Total","Hunedoara","2012","6.6","7.5","6.6"
"Total","Hunedoara","2013","7.5","6.6","6.1"
"Total","Hunedoara","2014","6.6","6.1","6"
"Total","Hunedoara","2015","6.1","6","4.5"
"Total","Hunedoara","2016","6","4.5","3.4"
"Total","Hunedoara","2017","4.5","3.4","3"
"Total","Hunedoara","2018","3.4","3","3.4"
"Total","Hunedoara","2019","3","3.4","4"
"Total","Hunedoara","2020","3.4","4","4"
"Total","Hunedoara","2021","4","4","undefined"
"Total","Hunedoara","2022","4","undefined","undefined"
"Total","Timis","2000","7.6","6.5","3.9"
"Total","Timis","2001","6.5","3.9","3.5"
"Total","Timis","2002","3.9","3.5","2.6"
"Total","Timis","2003","3.5","2.6","2.3"
"Total","Timis","2004","2.6","2.3","2"
"Total","Timis","2005","2.3","2","1.6"
"Total","Timis","2006","2","1.6","1.6"
"Total","Timis","2007","1.6","1.6","4.5"
"Total","Timis","2008","1.6","4.5","3.7"
"Total","Timis","2009","4.5","3.7","1.9"
"Total","Timis","2010","3.7","1.9","2"
"Total","Timis","2011","1.9","2","1.9"
"Total","Timis","2012","2","1.9","1.6"
"Total","Timis","2013","1.9","1.6","1.3"
"Total","Timis","2014","1.6","1.3","1.1"
"Total","Timis","2015","1.3","1.1","1"
"Total","Timis","2016","1.1","1","0.8"
"Total","Timis","2017","1","0.8","0.8"
"Total","Timis","2018","0.8","0.8","1.3"
"Total","Timis","2019","0.8","1.3","0.8"
"Total","Timis","2020","1.3","0.8","0.8"
"Total","Timis","2021","0.8","0.8","undefined"
"Total","Timis","2022","0.8","undefined","undefined"
"Masculin","Bihor","2000","5.6","3.2","3.9"
"Masculin","Bihor","2001","3.2","3.9","2.9"
"Masculin","Bihor","2002","3.9","2.9","2.5"
"Masculin","Bihor","2003","2.9","2.5","3.2"
"Masculin","Bihor","2004","2.5","3.2","3.3"
"Masculin","Bihor","2005","3.2","3.3","2.7"
"Masculin","Bihor","2006","3.3","2.7","3.1"
"Masculin","Bihor","2007","2.7","3.1","6.7"
"Masculin","Bihor","2008","3.1","6.7","6.9"
"Masculin","Bihor","2009","6.7","6.9","4.7"
"Masculin","Bihor","2010","6.9","4.7","4.7"
"Masculin","Bihor","2011","4.7","4.7","4"
"Masculin","Bihor","2012","4.7","4","4"
"Masculin","Bihor","2013","4","4","3.7"
"Masculin","Bihor","2014","4","3.7","3.6"
"Masculin","Bihor","2015","3.7","3.6","2.5"
"Masculin","Bihor","2016","3.6","2.5","1.4"
"Masculin","Bihor","2017","2.5","1.4","1.1"
"Masculin","Bihor","2018","1.4","1.1","1.7"
"Masculin","Bihor","2019","1.1","1.7","1.3"
"Masculin","Bihor","2020","1.7","1.3","1"
"Masculin","Bihor","2021","1.3","1","undefined"
"Masculin","Bihor","2022","1","undefined","undefined"
"Masculin","Bistrita-Nasaud","2000","13.1","11.9","10.4"
"Masculin","Bistrita-Nasaud","2001","11.9","10.4","7.8"
"Masculin","Bistrita-Nasaud","2002","10.4","7.8","5.6"
"Masculin","Bistrita-Nasaud","2003","7.8","5.6","4.5"
"Masculin","Bistrita-Nasaud","2004","5.6","4.5","3.4"
"Masculin","Bistrita-Nasaud","2005","4.5","3.4","2.3"
"Masculin","Bistrita-Nasaud","2006","3.4","2.3","2.5"
"Masculin","Bistrita-Nasaud","2007","2.3","2.5","9.2"
"Masculin","Bistrita-Nasaud","2008","2.5","9.2","6.9"
"Masculin","Bistrita-Nasaud","2009","9.2","6.9","5"
"Masculin","Bistrita-Nasaud","2010","6.9","5","5"
"Masculin","Bistrita-Nasaud","2011","5","5","5"
"Masculin","Bistrita-Nasaud","2012","5","5","4.6"
"Masculin","Bistrita-Nasaud","2013","5","4.6","3.5"
"Masculin","Bistrita-Nasaud","2014","4.6","3.5","3.8"
"Masculin","Bistrita-Nasaud","2015","3.5","3.8","2.9"
"Masculin","Bistrita-Nasaud","2016","3.8","2.9","2.7"
"Masculin","Bistrita-Nasaud","2017","2.9","2.7","2.3"
"Masculin","Bistrita-Nasaud","2018","2.7","2.3","2.8"
"Masculin","Bistrita-Nasaud","2019","2.3","2.8","3.1"
"Masculin","Bistrita-Nasaud","2020","2.8","3.1","2.8"
"Masculin","Bistrita-Nasaud","2021","3.1","2.8","undefined"
"Masculin","Bistrita-Nasaud","2022","2.8","undefined","undefined"
"Masculin","Cluj","2000","11.3","9.9","10.1"
"Masculin","Cluj","2001","9.9","10.1","7.4"
"Masculin","Cluj","2002","10.1","7.4","5.2"
"Masculin","Cluj","2003","7.4","5.2","4.4"
"Masculin","Cluj","2004","5.2","4.4","3.2"
"Masculin","Cluj","2005","4.4","3.2","2.7"
"Masculin","Cluj","2006","3.2","2.7","2.6"
"Masculin","Cluj","2007","2.7","2.6","6.1"
"Masculin","Cluj","2008","2.6","6.1","5"
"Masculin","Cluj","2009","6.1","5","3.6"
"Masculin","Cluj","2010","5","3.6","3.7"
"Masculin","Cluj","2011","3.6","3.7","3.5"
"Masculin","Cluj","2012","3.7","3.5","2.7"
"Masculin","Cluj","2013","3.5","2.7","2.1"
"Masculin","Cluj","2014","2.7","2.1","2"
"Masculin","Cluj","2015","2.1","2","1.8"
"Masculin","Cluj","2016","2","1.8","1.1"
"Masculin","Cluj","2017","1.8","1.1","1"
"Masculin","Cluj","2018","1.1","1","1.3"
"Masculin","Cluj","2019","1","1.3","1.1"
"Masculin","Cluj","2020","1.3","1.1","1.1"
"Masculin","Cluj","2021","1.1","1.1","undefined"
"Masculin","Cluj","2022","1.1","undefined","undefined"
"Masculin","Maramures","2000","9.9","8.1","8.2"
"Masculin","Maramures","2001","8.1","8.2","5.9"
"Masculin","Maramures","2002","8.2","5.9","5.3"
"Masculin","Maramures","2003","5.9","5.3","4.9"
"Masculin","Maramures","2004","5.3","4.9","4.7"
"Masculin","Maramures","2005","4.9","4.7","3.9"
"Masculin","Maramures","2006","4.7","3.9","3.8"
"Masculin","Maramures","2007","3.9","3.8","7.2"
"Masculin","Maramures","2008","3.8","7.2","6.3"
"Masculin","Maramures","2009","7.2","6.3","4.3"
"Masculin","Maramures","2010","6.3","4.3","4.3"
"Masculin","Maramures","2011","4.3","4.3","4"
"Masculin","Maramures","2012","4.3","4","3.6"
"Masculin","Maramures","2013","4","3.6","3.6"
"Masculin","Maramures","2014","3.6","3.6","3.3"
"Masculin","Maramures","2015","3.6","3.3","3.2"
"Masculin","Maramures","2016","3.3","3.2","3"
"Masculin","Maramures","2017","3.2","3","2.4"
"Masculin","Maramures","2018","3","2.4","2.2"
"Masculin","Maramures","2019","2.4","2.2","1.8"
"Masculin","Maramures","2020","2.2","1.8","1.7"
"Masculin","Maramures","2021","1.8","1.7","undefined"
"Masculin","Maramures","2022","1.7","undefined","undefined"
"Masculin","Satu Mare","2000","5.6","3.9","4.5"
"Masculin","Satu Mare","2001","3.9","4.5","3.5"
"Masculin","Satu Mare","2002","4.5","3.5","2.6"
"Masculin","Satu Mare","2003","3.5","2.6","4"
"Masculin","Satu Mare","2004","2.6","4","4.1"
"Masculin","Satu Mare","2005","4","4.1","3.1"
"Masculin","Satu Mare","2006","4.1","3.1","3.3"
"Masculin","Satu Mare","2007","3.1","3.3","7.3"
"Masculin","Satu Mare","2008","3.3","7.3","7.2"
"Masculin","Satu Mare","2009","7.3","7.2","5.3"
"Masculin","Satu Mare","2010","7.2","5.3","5.7"
"Masculin","Satu Mare","2011","5.3","5.7","5.3"
"Masculin","Satu Mare","2012","5.7","5.3","4.9"
"Masculin","Satu Mare","2013","5.3","4.9","4.4"
"Masculin","Satu Mare","2014","4.9","4.4","4.6"
"Masculin","Satu Mare","2015","4.4","4.6","3.5"
"Masculin","Satu Mare","2016","4.6","3.5","2.7"
"Masculin","Satu Mare","2017","3.5","2.7","2.6"
"Masculin","Satu Mare","2018","2.7","2.6","3.7"
"Masculin","Satu Mare","2019","2.6","3.7","3.6"
"Masculin","Satu Mare","2020","3.7","3.6","3.9"
"Masculin","Satu Mare","2021","3.6","3.9","undefined"
"Masculin","Satu Mare","2022","3.9","undefined","undefined"
"Masculin","Salaj","2000","10.5","8.4","8.8"
"Masculin","Salaj","2001","8.4","8.8","8.4"
"Masculin","Salaj","2002","8.8","8.4","6.9"
"Masculin","Salaj","2003","8.4","6.9","7"
"Masculin","Salaj","2004","6.9","7","7.6"
"Masculin","Salaj","2005","7","7.6","4.6"
"Masculin","Salaj","2006","7.6","4.6","5.9"
"Masculin","Salaj","2007","4.6","5.9","11.3"
"Masculin","Salaj","2008","5.9","11.3","9.3"
"Masculin","Salaj","2009","11.3","9.3","7"
"Masculin","Salaj","2010","9.3","7","7"
"Masculin","Salaj","2011","7","7","7"
"Masculin","Salaj","2012","7","7","6.6"
"Masculin","Salaj","2013","7","6.6","6"
"Masculin","Salaj","2014","6.6","6","6.1"
"Masculin","Salaj","2015","6","6.1","5.1"
"Masculin","Salaj","2016","6.1","5.1","4.8"
"Masculin","Salaj","2017","5.1","4.8","4.3"
"Masculin","Salaj","2018","4.8","4.3","4.9"
"Masculin","Salaj","2019","4.3","4.9","4.8"
"Masculin","Salaj","2020","4.9","4.8","5"
"Masculin","Salaj","2021","4.8","5","undefined"
"Masculin","Salaj","2022","5","undefined","undefined"
"Masculin","Alba","2000","10.7","9.2","9.1"
"Masculin","Alba","2001","9.2","9.1","6.8"
"Masculin","Alba","2002","9.1","6.8","10.8"
"Masculin","Alba","2003","6.8","10.8","8.8"
"Masculin","Alba","2004","10.8","8.8","7.3"
